# Using Bulk W data set with air above and below
# Thickness of W layer is 10 nm (0.01 microns)
# Incident Angle is 45 deg
# Wavelengths span the entire data set of W date: 400 nm - 6000 nm

# Angle (deg)   Wavelength (nm)  Reflectance  Transmission
  45.0000000000 494.1000000000  0.1973670942 0.3029602939
  45.0000000000 493.9580000000  0.1973535404 0.3029745120
  45.0000000000 493.8150000000  0.1973404215 0.3029881884
  45.0000000000 493.6730000000  0.1973268714 0.3030024276
  45.0000000000 493.5310000000  0.1973133135 0.3030166759
  45.0000000000 493.3890000000  0.1972997479 0.3030309331
  45.0000000000 493.2470000000  0.1972861555 0.3030451958
  45.0000000000 493.1050000000  0.1972725744 0.3030594709
  45.0000000000 492.9630000000  0.1972589855 0.3030737551
  45.0000000000 492.8210000000  0.1972453889 0.3030880482
  45.0000000000 492.6800000000  0.1972313410 0.3031029024
  45.0000000000 492.5380000000  0.1972177287 0.3031172137
  45.0000000000 492.3970000000  0.1972036841 0.3031320899
  45.0000000000 492.2550000000  0.1971900562 0.3031464194
  45.0000000000 492.1140000000  0.1971759958 0.3031613142
  45.0000000000 491.9730000000  0.1971619081 0.3031762149
  45.0000000000 491.8320000000  0.1971478316 0.3031911284
  45.0000000000 491.6900000000  0.1971341722 0.3032054947
  45.0000000000 491.5490000000  0.1971200799 0.3032204269
  45.0000000000 491.4080000000  0.1971059602 0.3032353651
  45.0000000000 491.2680000000  0.1970914265 0.3032508733
  45.0000000000 491.1270000000  0.1970773100 0.3032658340
  45.0000000000 490.9860000000  0.1970631854 0.3032808041
  45.0000000000 490.8450000000  0.1970478326 0.3032972894
  45.0000000000 490.7050000000  0.1970332659 0.3033128369
  45.0000000000 490.5640000000  0.1970191168 0.3033278362
  45.0000000000 490.4240000000  0.1970045338 0.3033434031
  45.0000000000 490.2840000000  0.1969899425 0.3033589800
  45.0000000000 490.1440000000  0.1969753235 0.3033745632
  45.0000000000 490.0030000000  0.1969611419 0.3033896009
  45.0000000000 489.8630000000  0.1969465259 0.3034052071
  45.0000000000 489.7230000000  0.1969319016 0.3034208232
  45.0000000000 489.5840000000  0.1969168232 0.3034370050
  45.0000000000 489.4440000000  0.1969021822 0.3034526411
  45.0000000000 489.3040000000  0.1968875330 0.3034682870
  45.0000000000 489.1640000000  0.1968728755 0.3034839429
  45.0000000000 489.0250000000  0.1968577633 0.3035001651
  45.0000000000 488.8850000000  0.1968430891 0.3035158410
  45.0000000000 488.7460000000  0.1968279796 0.3035320872
  45.0000000000 488.6070000000  0.1968128615 0.3035483436
  45.0000000000 488.4670000000  0.1967981621 0.3035640497
  45.0000000000 488.3280000000  0.1967830075 0.3035803231
  45.0000000000 488.1890000000  0.1967678640 0.3035966103
  45.0000000000 488.0500000000  0.1967527119 0.3036129078
  45.0000000000 487.9110000000  0.1967375513 0.3036292157
  45.0000000000 487.7720000000  0.1967223625 0.3036455305
  45.0000000000 487.6330000000  0.1967071848 0.3036618591
  45.0000000000 487.4950000000  0.1966915707 0.3036787599
  45.0000000000 487.3560000000  0.1966763758 0.3036951095
  45.0000000000 487.2170000000  0.1966599426 0.3037129894
  45.0000000000 487.0790000000  0.1966443021 0.3037299226
  45.0000000000 486.9410000000  0.1966286528 0.3037468666
  45.0000000000 486.8020000000  0.1966134230 0.3037632587
  45.0000000000 486.6640000000  0.1965977562 0.3037802241
  45.0000000000 486.5260000000  0.1965820609 0.3037971968
  45.0000000000 486.3880000000  0.1965663765 0.3038141838
  45.0000000000 486.2500000000  0.1965506833 0.3038311816
  45.0000000000 486.1120000000  0.1965621353 0.3038146630
  45.0000000000 485.9740000000  0.1965896583 0.3037783263
  45.0000000000 485.8360000000  0.1966172148 0.3037419789
  45.0000000000 485.6990000000  0.1966443359 0.3037061777
  45.0000000000 485.5610000000  0.1966718995 0.3036697986
  45.0000000000 485.4240000000  0.1966990672 0.3036339730
  45.0000000000 485.2860000000  0.1967266579 0.3035975657
  45.0000000000 485.1490000000  0.1967538523 0.3035617121
  45.0000000000 485.0110000000  0.1967814701 0.3035252764
  45.0000000000 484.8740000000  0.1968086714 0.3034893913
  45.0000000000 484.7370000000  0.1968359061 0.3034534957
  45.0000000000 484.6000000000  0.1968631341 0.3034175826
  45.0000000000 484.4630000000  0.1968903955 0.3033816591
  45.0000000000 484.3260000000  0.1969176503 0.3033457181
  45.0000000000 484.1890000000  0.1969449385 0.3033097665
  45.0000000000 484.0530000000  0.1969717891 0.3032743631
  45.0000000000 483.9160000000  0.1969990839 0.3032383802
  45.0000000000 483.7790000000  0.1970264122 0.3032023868
  45.0000000000 483.6430000000  0.1970533025 0.3031669418
  45.0000000000 483.5060000000  0.1970806574 0.3031309205
  45.0000000000 483.3700000000  0.1971075741 0.3030954478
  45.0000000000 483.2340000000  0.1971345040 0.3030599614
  45.0000000000 483.0970000000  0.1971618991 0.3030238982
  45.0000000000 482.9610000000  0.1971888554 0.3029883840
  45.0000000000 482.8250000000  0.1972158451 0.3029528596
  45.0000000000 482.6890000000  0.1972428278 0.3029173178
  45.0000000000 482.5530000000  0.1972698237 0.3028817622
  45.0000000000 482.4180000000  0.1972964204 0.3028467635
  45.0000000000 482.2820000000  0.1973234425 0.3028111804
  45.0000000000 482.1460000000  0.1973504982 0.3027755870
  45.0000000000 482.0100000000  0.1973787672 0.3027384437
  45.0000000000 481.8750000000  0.1974054164 0.3027033901
  45.0000000000 481.7400000000  0.1974320583 0.3026683194
  45.0000000000 481.6040000000  0.1974591467 0.3026326671
  45.0000000000 481.4690000000  0.1974858350 0.3025975726
  45.0000000000 481.3340000000  0.1975125160 0.3025624609
  45.0000000000 481.1980000000  0.1975396642 0.3025267707
  45.0000000000 481.0630000000  0.1975663713 0.3024916316
  45.0000000000 480.9280000000  0.1975930915 0.3024564788
  45.0000000000 480.7940000000  0.1976194107 0.3024218847
  45.0000000000 480.6590000000  0.1976461567 0.3023867048
  45.0000000000 480.5240000000  0.1976729362 0.3023515148
  45.0000000000 480.3890000000  0.1976997084 0.3023163075
  45.0000000000 480.2550000000  0.1977260587 0.3022816559
  45.0000000000 480.1200000000  0.1977528772 0.3022464249
  45.0000000000 479.9860000000  0.1977792532 0.3022117463
  45.0000000000 479.8510000000  0.1978060978 0.3021764880
  45.0000000000 479.7170000000  0.1978324996 0.3021417824
  45.0000000000 479.5830000000  0.1978589346 0.3021070668
  45.0000000000 479.4480000000  0.1978857978 0.3020717642
  45.0000000000 479.3140000000  0.1979122381 0.3020370180
  45.0000000000 479.1800000000  0.1979387118 0.3020022619
  45.0000000000 479.0460000000  0.1979651779 0.3019674888
  45.0000000000 478.9130000000  0.1979912410 0.3019332764
  45.0000000000 478.7790000000  0.1980177326 0.3018984764
  45.0000000000 478.6450000000  0.1980442371 0.3018636629
  45.0000000000 478.5110000000  0.1980707751 0.3018288395
  45.0000000000 478.3780000000  0.1980968684 0.3017945701
  45.0000000000 478.2440000000  0.1981234320 0.3017597198
  45.0000000000 478.1110000000  0.1981495508 0.3017254238
  45.0000000000 477.9780000000  0.1981756821 0.3016911145
  45.0000000000 477.8440000000  0.1982035127 0.3016546864
  45.0000000000 477.7110000000  0.1982296698 0.3016203502
  45.0000000000 477.5780000000  0.1982558601 0.3015860043
  45.0000000000 477.4450000000  0.1982820425 0.3015516416
  45.0000000000 477.3120000000  0.1983082582 0.3015172691
  45.0000000000 477.1790000000  0.1983344659 0.3014828797
  45.0000000000 477.0460000000  0.1983606863 0.3014484770
  45.0000000000 476.9140000000  0.1983865017 0.3014146371
  45.0000000000 476.7810000000  0.1984014441 0.3013940177
  45.0000000000 476.6480000000  0.1984063394 0.3013856663
  45.0000000000 476.5160000000  0.1984107776 0.3013778799
  45.0000000000 476.3830000000  0.1984156779 0.3013695197
  45.0000000000 476.2510000000  0.1984201209 0.3013617249
  45.0000000000 476.1190000000  0.1984258191 0.3013523888
  45.0000000000 475.9860000000  0.1984307063 0.3013440116
  45.0000000000 475.8540000000  0.1984351566 0.3013362038
  45.0000000000 475.7220000000  0.1984396301 0.3013283954
  45.0000000000 475.5900000000  0.1984440850 0.3013205792
  45.0000000000 475.4580000000  0.1984485632 0.3013127624
  45.0000000000 475.3260000000  0.1984530227 0.3013049379
  45.0000000000 475.1950000000  0.1984570446 0.3012976838
  45.0000000000 475.0630000000  0.1984615297 0.3012898546
  45.0000000000 474.9310000000  0.1984659961 0.3012820177
  45.0000000000 474.8000000000  0.1984700455 0.3012747553
  45.0000000000 474.6680000000  0.1984745164 0.3012669101
  45.0000000000 474.5370000000  0.1984785701 0.3012596397
  45.0000000000 474.4050000000  0.1984830456 0.3012517863
  45.0000000000 474.2740000000  0.1984870826 0.3012445043
  45.0000000000 474.1430000000  0.1984911428 0.3012372221
  45.0000000000 474.0120000000  0.1984951841 0.3012299324
  45.0000000000 473.8810000000  0.1984992485 0.3012226423
  45.0000000000 473.7500000000  0.1985032939 0.3012153448
  45.0000000000 473.6190000000  0.1985073626 0.3012080469
  45.0000000000 473.4880000000  0.1985114122 0.3012007416
  45.0000000000 473.3570000000  0.1985154640 0.3011934322
  45.0000000000 473.2260000000  0.1985195391 0.3011861226
  45.0000000000 473.0960000000  0.1985231533 0.3011793826
  45.0000000000 472.9650000000  0.1985272324 0.3011720653
  45.0000000000 472.8350000000  0.1985308505 0.3011653178
  45.0000000000 472.7040000000  0.1985349126 0.3011579892
  45.0000000000 472.5740000000  0.1985385558 0.3011512379
  45.0000000000 472.4440000000  0.1985421797 0.3011444794
  45.0000000000 472.3140000000  0.1985458267 0.3011377209
  45.0000000000 472.1830000000  0.1985498970 0.3011303770
  45.0000000000 472.0530000000  0.1985535480 0.3011236110
  45.0000000000 471.9230000000  0.1985571796 0.3011168378
  45.0000000000 471.7930000000  0.1985608130 0.3011100610
  45.0000000000 471.6640000000  0.1985640267 0.3011038629
  45.0000000000 471.5340000000  0.1985676639 0.3010970789
  45.0000000000 471.4040000000  0.1985713243 0.3010902948
  45.0000000000 471.2750000000  0.1985745219 0.3010840828
  45.0000000000 471.1450000000  0.1985781860 0.3010772916
  45.0000000000 471.0150000000  0.1985818307 0.3010704931
  45.0000000000 470.8860000000  0.1985850336 0.3010642707
  45.0000000000 470.7570000000  0.1985882596 0.3010580485
  45.0000000000 470.6270000000  0.1985919098 0.3010512393
  45.0000000000 470.4980000000  0.1985951392 0.3010450103
  45.0000000000 470.3690000000  0.1985983490 0.3010387742
  45.0000000000 470.2400000000  0.1986015604 0.3010325348
  45.0000000000 470.1110000000  0.1986047950 0.3010262957
  45.0000000000 469.9820000000  0.1986080098 0.3010200495
  45.0000000000 469.8530000000  0.1986112478 0.3010138036
  45.0000000000 469.7250000000  0.1986140213 0.3010081318
  45.0000000000 469.5960000000  0.1986172626 0.3010018793
  45.0000000000 469.4670000000  0.1986204841 0.3009956197
  45.0000000000 469.3390000000  0.1986232622 0.3009899384
  45.0000000000 469.2100000000  0.1986265085 0.3009836759
  45.0000000000 469.0820000000  0.1986292897 0.3009779882
  45.0000000000 468.9530000000  0.1986325393 0.3009717191
  45.0000000000 468.8250000000  0.1986353236 0.3009660250
  45.0000000000 468.6970000000  0.1986381309 0.3009603316
  45.0000000000 468.5690000000  0.1986409181 0.3009546314
  45.0000000000 468.4410000000  0.1986449567 0.3009473655
  45.0000000000 468.3130000000  0.1986477689 0.3009416624
  45.0000000000 468.1850000000  0.1986505608 0.3009359525
  45.0000000000 468.0570000000  0.1986533760 0.3009302432
  45.0000000000 467.9290000000  0.1986561709 0.3009245271
  45.0000000000 467.8010000000  0.1986590871 0.3009206030
  45.0000000000 467.6740000000  0.1986626187 0.3009192125
  45.0000000000 467.5460000000  0.1986665834 0.3009172325
  45.0000000000 467.4190000000  0.1986713839 0.3009142721
  45.0000000000 467.2910000000  0.1986753655 0.3009122873
  45.0000000000 467.1640000000  0.1986789305 0.3009108880
  45.0000000000 467.0360000000  0.1986829289 0.3009088987
  45.0000000000 466.9090000000  0.1986865104 0.3009074953
  45.0000000000 466.7820000000  0.1986900782 0.3009060861
  45.0000000000 466.6550000000  0.1986949303 0.3009031105
  45.0000000000 466.5280000000  0.1986985370 0.3009017006
  45.0000000000 466.4010000000  0.1987021298 0.3009002850
  45.0000000000 466.2740000000  0.1987057531 0.3008988709
  45.0000000000 466.1470000000  0.1987093625 0.3008974513
  45.0000000000 466.0210000000  0.1987138098 0.3008950487
  45.0000000000 465.8940000000  0.1987174359 0.3008936247
  45.0000000000 465.7670000000  0.1987210927 0.3008922023
  45.0000000000 465.6410000000  0.1987242871 0.3008913602
  45.0000000000 465.5140000000  0.1987279605 0.3008899339
  45.0000000000 465.3880000000  0.1987324281 0.3008875162
  45.0000000000 465.2610000000  0.1987361184 0.3008860854
  45.0000000000 465.1350000000  0.1987393459 0.3008852357
  45.0000000000 465.0090000000  0.1987426040 0.3008843878
  45.0000000000 464.8830000000  0.1987458478 0.3008835346
  45.0000000000 464.7570000000  0.1987503805 0.3008811091
  45.0000000000 464.6310000000  0.1987536635 0.3008802555
  45.0000000000 464.5050000000  0.1987569322 0.3008793967
  45.0000000000 464.3790000000  0.1987602317 0.3008785395
  45.0000000000 464.2530000000  0.1987635168 0.3008776771
  45.0000000000 464.1280000000  0.1987676427 0.3008758283
  45.0000000000 464.0020000000  0.1987709445 0.3008749621
  45.0000000000 463.8760000000  0.1987742773 0.3008740977
  45.0000000000 463.7510000000  0.1987771455 0.3008738162
  45.0000000000 463.6250000000  0.1987804949 0.3008729484
  45.0000000000 463.5000000000  0.1987846403 0.3008710858
  45.0000000000 463.3750000000  0.1987875561 0.3008708029
  45.0000000000 463.2490000000  0.1987909075 0.3008699262
  45.0000000000 463.1240000000  0.1987938397 0.3008696401
  45.0000000000 462.9990000000  0.1987967800 0.3008693526
  45.0000000000 462.8740000000  0.1988009677 0.3008674801
  45.0000000000 462.7490000000  0.1988039247 0.3008671892
  45.0000000000 462.6240000000  0.1988068667 0.3008668934
  45.0000000000 462.4990000000  0.1988098400 0.3008665995
  45.0000000000 462.3750000000  0.1988123470 0.3008668907
  45.0000000000 462.2500000000  0.1988166003 0.3008650119
  45.0000000000 462.1250000000  0.1988195752 0.3008647098
  45.0000000000 462.0010000000  0.1988221300 0.3008650001
  45.0000000000 461.8760000000  0.1988251212 0.3008646953
  45.0000000000 461.7520000000  0.1988276921 0.3008649830
  45.0000000000 461.6270000000  0.1988306997 0.3008646753
  45.0000000000 461.5030000000  0.1988345522 0.3008633760
  45.0000000000 461.3790000000  0.1988371243 0.3008636562
  45.0000000000 461.2550000000  0.1988397279 0.3008639385
  45.0000000000 461.1300000000  0.1988427921 0.3008636282
  45.0000000000 461.0060000000  0.1988453885 0.3008639047
  45.0000000000 460.8820000000  0.1988492833 0.3008625967
  45.0000000000 460.7590000000  0.1988514434 0.3008634622
  45.0000000000 460.6350000000  0.1988540879 0.3008637381
  45.0000000000 460.5110000000  0.1988567169 0.3008640095
  45.0000000000 460.3870000000  0.1988593778 0.3008642830
  45.0000000000 460.2640000000  0.1988628379 0.3008635558
  45.0000000000 460.1400000000  0.1988655153 0.3008638266
  45.0000000000 460.0160000000  0.1988681771 0.3008640928
  45.0000000000 459.8930000000  0.1988704174 0.3008649542
  45.0000000000 459.7700000000  0.1988726418 0.3008658112
  45.0000000000 459.6460000000  0.1988766213 0.3008644868
  45.0000000000 459.5230000000  0.1988788861 0.3008653447
  45.0000000000 459.4000000000  0.1988811349 0.3008661985
  45.0000000000 459.2770000000  0.1988834157 0.3008670546
  45.0000000000 459.1540000000  0.1988942367 0.3008567151
  45.0000000000 459.0310000000  0.1989295181 0.3008143907
  45.0000000000 458.9080000000  0.1989648178 0.3007720526
  45.0000000000 458.7850000000  0.1990001357 0.3007297005
  45.0000000000 458.6620000000  0.1990354718 0.3006873347
  45.0000000000 458.5400000000  0.1990690995 0.3006471420
  45.0000000000 458.4170000000  0.1991044717 0.3006047486
  45.0000000000 458.2940000000  0.1991398621 0.3005623412
  45.0000000000 458.1720000000  0.1991748154 0.3005205149
  45.0000000000 458.0490000000  0.1992102422 0.3004780799
  45.0000000000 457.9270000000  0.1992452316 0.3004362261
  45.0000000000 457.8050000000  0.1992789660 0.3003959518
  45.0000000000 457.6820000000  0.1993144471 0.3003534754
  45.0000000000 457.5600000000  0.1993494904 0.3003115805
  45.0000000000 457.4380000000  0.1993845518 0.3002696720
  45.0000000000 457.3160000000  0.1994196311 0.3002277498
  45.0000000000 457.1940000000  0.1994547285 0.3001858139
  45.0000000000 457.0720000000  0.1994898440 0.3001438643
  45.0000000000 456.9500000000  0.1995237030 0.3001034947
  45.0000000000 456.8280000000  0.1995588544 0.3000615177
  45.0000000000 456.7070000000  0.1995935666 0.3000201234
  45.0000000000 456.5850000000  0.1996287540 0.2999781192
  45.0000000000 456.4630000000  0.1996639595 0.2999361012
  45.0000000000 456.3420000000  0.1996987255 0.2998946661
  45.0000000000 456.2200000000  0.1997326913 0.2998542150
  45.0000000000 456.0990000000  0.1997674928 0.2998127530
  45.0000000000 455.9780000000  0.1998023122 0.2997712774
  45.0000000000 455.8560000000  0.1998376078 0.2997291911
  45.0000000000 455.7350000000  0.1998724630 0.2996876884
  45.0000000000 455.6140000000  0.1999073362 0.2996461722
  45.0000000000 455.4930000000  0.1999409501 0.2996062371
  45.0000000000 455.3720000000  0.1999758589 0.2995646939
  45.0000000000 455.2510000000  0.2000107855 0.2995231371
  45.0000000000 455.1300000000  0.2000457300 0.2994815668
  45.0000000000 455.0090000000  0.2000806925 0.2994399829
  45.0000000000 454.8880000000  0.2001156730 0.2993983855
  45.0000000000 454.7680000000  0.2001502117 0.2993573728
  45.0000000000 454.6470000000  0.2001839493 0.2993173436
  45.0000000000 454.5270000000  0.2002185233 0.2992763042
  45.0000000000 454.4060000000  0.2002535751 0.2992346528
  45.0000000000 454.2860000000  0.2002881846 0.2991935866
  45.0000000000 454.1650000000  0.2003232723 0.2991519081
  45.0000000000 454.0450000000  0.2003579174 0.2991108151
  45.0000000000 453.9250000000  0.2003913004 0.2990713045
  45.0000000000 453.8040000000  0.2004264416 0.2990295856
  45.0000000000 453.6840000000  0.2004611399 0.2989884524
  45.0000000000 453.5640000000  0.2004958559 0.2989473058
  45.0000000000 453.4440000000  0.2005305897 0.2989061459
  45.0000000000 453.3240000000  0.2005653413 0.2988649726
  45.0000000000 453.2040000000  0.2006001106 0.2988237858
  45.0000000000 453.0850000000  0.2006331546 0.2987847821
  45.0000000000 452.9650000000  0.2006679592 0.2987435688
  45.0000000000 452.8450000000  0.2007027816 0.2987023421
  45.0000000000 452.7260000000  0.2007371596 0.2986617023
  45.0000000000 452.6060000000  0.2007720176 0.2986204488
  45.0000000000 452.4860000000  0.2008068935 0.2985791819
  45.0000000000 452.3670000000  0.2008400418 0.2985400993
  45.0000000000 452.2480000000  0.2008744901 0.2984994066
  45.0000000000 452.1280000000  0.2009094191 0.2984580997
  45.0000000000 452.0090000000  0.2009439027 0.2984173804
  45.0000000000 451.8900000000  0.2009784040 0.2983766480
  45.0000000000 451.7710000000  0.2010129229 0.2983359023
  45.0000000000 451.6520000000  0.2010474594 0.2982951434
  45.0000000000 451.5330000000  0.2010807294 0.2982559688
  45.0000000000 451.4140000000  0.2011153010 0.2982151835
  45.0000000000 451.2950000000  0.2011498903 0.2981743850
  45.0000000000 451.1760000000  0.2011844972 0.2981335733
  45.0000000000 451.0570000000  0.2012191218 0.2980927482
  45.0000000000 450.9390000000  0.2012532996 0.2980525122
  45.0000000000 450.8200000000  0.2012829723 0.2980180715
  45.0000000000 450.7020000000  0.2012837090 0.2980211125
  45.0000000000 450.5830000000  0.2012862039 0.2980219522
  45.0000000000 450.4650000000  0.2012869555 0.2980249931
  45.0000000000 450.3460000000  0.2012894661 0.2980258316
  45.0000000000 450.2280000000  0.2012902327 0.2980288725
  45.0000000000 450.1100000000  0.2012922677 0.2980303100
  45.0000000000 449.9920000000  0.2012930492 0.2980333509
  45.0000000000 449.8730000000  0.2012955912 0.2980341871
  45.0000000000 449.7550000000  0.2012963878 0.2980372280
  45.0000000000 449.6370000000  0.2012984798 0.2980386669
  45.0000000000 449.5190000000  0.2012992913 0.2980417078
  45.0000000000 449.4020000000  0.2013009329 0.2980437500
  45.0000000000 449.2840000000  0.2013017593 0.2980467912
  45.0000000000 449.1660000000  0.2013038824 0.2980482287
  45.0000000000 449.0480000000  0.2013047239 0.2980512699
  45.0000000000 448.9310000000  0.2013063698 0.2980533084
  45.0000000000 448.8130000000  0.2013072264 0.2980563498
  45.0000000000 448.6960000000  0.2013089139 0.2980583910
  45.0000000000 448.5780000000  0.2013097855 0.2980614326
  45.0000000000 448.4610000000  0.2013114885 0.2980634734
  45.0000000000 448.3440000000  0.2013119081 0.2980671208
  45.0000000000 448.2260000000  0.2013128022 0.2980701631
  45.0000000000 448.1090000000  0.2013145282 0.2980722037
  45.0000000000 447.9920000000  0.2013149701 0.2980758521
  45.0000000000 447.8750000000  0.2013167115 0.2980778926
  45.0000000000 447.7580000000  0.2013171415 0.2980815388
  45.0000000000 447.6410000000  0.2013188983 0.2980835790
  45.0000000000 447.5240000000  0.2013193700 0.2980872288
  45.0000000000 447.4070000000  0.2013211423 0.2980892688
  45.0000000000 447.2900000000  0.2013216290 0.2980929193
  45.0000000000 447.1740000000  0.2013229487 0.2980955662
  45.0000000000 447.0570000000  0.2013234503 0.2980992174
  45.0000000000 446.9400000000  0.2013252536 0.2981012572
  45.0000000000 446.8240000000  0.2013253018 0.2981055166
  45.0000000000 446.7080000000  0.2013266521 0.2981081641
  45.0000000000 446.5910000000  0.2013271566 0.2981118141
  45.0000000000 446.4750000000  0.2013285222 0.2981144617
  45.0000000000 446.3580000000  0.2013290688 0.2981181154
  45.0000000000 446.2420000000  0.2013304498 0.2981207633
  45.0000000000 446.1260000000  0.2013305424 0.2981250262
  45.0000000000 446.0100000000  0.2013319387 0.2981276746
  45.0000000000 445.8940000000  0.2013320461 0.2981319387
  45.0000000000 445.7780000000  0.2013334578 0.2981345875
  45.0000000000 445.6620000000  0.2013335801 0.2981388529
  45.0000000000 445.5460000000  0.2013350072 0.2981415020
  45.0000000000 445.4300000000  0.2013351170 0.2981457659
  45.0000000000 445.3150000000  0.2013347916 0.2981506429
  45.0000000000 445.1990000000  0.2013362417 0.2981532930
  45.0000000000 445.0830000000  0.2013364010 0.2981575619
  45.0000000000 444.9680000000  0.2013373965 0.2981608224
  45.0000000000 444.8520000000  0.2013375707 0.2981650927
  45.0000000000 444.7370000000  0.2013385814 0.2981683540
  45.0000000000 444.6220000000  0.2013383001 0.2981732362
  45.0000000000 444.5060000000  0.2013397966 0.2981758879
  45.0000000000 444.3910000000  0.2013395302 0.2981807717
  45.0000000000 444.2760000000  0.2013405436 0.2981840322
  45.0000000000 444.1610000000  0.2013402918 0.2981889179
  45.0000000000 444.0460000000  0.2013413483 0.2981921820
  45.0000000000 443.9310000000  0.2013411113 0.2981970696
  45.0000000000 443.8160000000  0.2013421831 0.2982003348
  45.0000000000 443.7010000000  0.2013419609 0.2982052242
  45.0000000000 443.5860000000  0.2013430481 0.2982084903
  45.0000000000 443.4710000000  0.2013428408 0.2982133816
  45.0000000000 443.3560000000  0.2013439434 0.2982166487
  45.0000000000 443.2420000000  0.2013432792 0.2982221542
  45.0000000000 443.1270000000  0.2013443690 0.2982254198
  45.0000000000 443.0120000000  0.2013441914 0.2982303149
  45.0000000000 442.8980000000  0.2013448528 0.2982341969
  45.0000000000 442.7840000000  0.2013455501 0.2982380821
  45.0000000000 442.6690000000  0.2013909838 0.2981877544
  45.0000000000 442.5550000000  0.2014359704 0.2981380256
  45.0000000000 442.4410000000  0.2014810106 0.2980882855
  45.0000000000 442.3260000000  0.2015265204 0.2980379155
  45.0000000000 442.2120000000  0.2015715826 0.2979881448
  45.0000000000 442.0980000000  0.2016166700 0.2979383601
  45.0000000000 441.9840000000  0.2016617826 0.2978885615
  45.0000000000 441.8700000000  0.2017069203 0.2978387489
  45.0000000000 441.7560000000  0.2017520833 0.2977889223
  45.0000000000 441.6430000000  0.2017968263 0.2977396983
  45.0000000000 441.5290000000  0.2018420396 0.2976898439
  45.0000000000 441.4150000000  0.2018872781 0.2976399756
  45.0000000000 441.3010000000  0.2019325420 0.2975900932
  45.0000000000 441.1880000000  0.2019773565 0.2975408113
  45.0000000000 441.0740000000  0.2020226707 0.2974909011
  45.0000000000 440.9610000000  0.2020688708 0.2974399667
  45.0000000000 440.8470000000  0.2021142357 0.2973900287
  45.0000000000 440.7340000000  0.2021591507 0.2973406914
  45.0000000000 440.6210000000  0.2022040907 0.2972913404
  45.0000000000 440.5070000000  0.2022495313 0.2972413606
  45.0000000000 440.3940000000  0.2022945215 0.2971919819
  45.0000000000 440.2810000000  0.2023395659 0.2971425919
  45.0000000000 440.1680000000  0.2023846063 0.2970931856
  45.0000000000 440.0550000000  0.2024296718 0.2970437655
  45.0000000000 439.9420000000  0.2024747624 0.2969943316
  45.0000000000 439.8290000000  0.2025198780 0.2969448839
  45.0000000000 439.7160000000  0.2025650189 0.2968954224
  45.0000000000 439.6040000000  0.2026097372 0.2968465655
  45.0000000000 439.4910000000  0.2026549281 0.2967970764
  45.0000000000 439.3780000000  0.2027001443 0.2967475735
  45.0000000000 439.2660000000  0.2027449082 0.2966986731
  45.0000000000 439.1530000000  0.2027901745 0.2966491427
  45.0000000000 439.0400000000  0.2028354661 0.2965995984
  45.0000000000 438.9280000000  0.2028803344 0.2965506593
  45.0000000000 438.8160000000  0.2029251983 0.2965017042
  45.0000000000 438.7030000000  0.2029718751 0.2964504914
  45.0000000000 438.5910000000  0.2030167891 0.2964015089
  45.0000000000 438.4790000000  0.2030617280 0.2963525128
  45.0000000000 438.3670000000  0.2031066919 0.2963035030
  45.0000000000 438.2550000000  0.2031516807 0.2962544795
  45.0000000000 438.1430000000  0.2031967243 0.2962054448
  45.0000000000 438.0310000000  0.2032417631 0.2961563941
  45.0000000000 437.9190000000  0.2032868270 0.2961073297
  45.0000000000 437.8070000000  0.2033319159 0.2960582516
  45.0000000000 437.6950000000  0.2033770298 0.2960091599
  45.0000000000 437.5830000000  0.2034221688 0.2959600546
  45.0000000000 437.4720000000  0.2034668827 0.2959115558
  45.0000000000 437.3600000000  0.2035120717 0.2958624232
  45.0000000000 437.2480000000  0.2035572857 0.2958132769
  45.0000000000 437.1370000000  0.2036020444 0.2957647352
  45.0000000000 437.0250000000  0.2036473085 0.2957155617
  45.0000000000 436.9140000000  0.2036921169 0.2956669930
  45.0000000000 436.8030000000  0.2037369802 0.2956184131
  45.0000000000 436.6910000000  0.2037823194 0.2955691987
  45.0000000000 436.5800000000  0.2038272025 0.2955205894
  45.0000000000 436.4690000000  0.2038734235 0.2954703396
  45.0000000000 436.3580000000  0.2039183564 0.2954217034
  45.0000000000 436.2470000000  0.2039633143 0.2953730537
  45.0000000000 436.1360000000  0.2040083273 0.2953243927
  45.0000000000 436.0250000000  0.2040533349 0.2952757159
  45.0000000000 435.9140000000  0.2040983675 0.2952270257
  45.0000000000 435.8030000000  0.2041434250 0.2951783220
  45.0000000000 435.6920000000  0.2041885074 0.2951296047
  45.0000000000 435.5810000000  0.2042336148 0.2950808740
  45.0000000000 435.4710000000  0.2042782641 0.2950327495
  45.0000000000 435.3600000000  0.2043234519 0.2949839941
  45.0000000000 435.2500000000  0.2043681508 0.2949358429
  45.0000000000 435.1390000000  0.2044133578 0.2948870583
  45.0000000000 435.0290000000  0.2044581062 0.2948388804
  45.0000000000 434.9180000000  0.2045033324 0.2947900666
  45.0000000000 434.8080000000  0.2045481304 0.2947418620
  45.0000000000 434.6980000000  0.2045929222 0.2946936419
  45.0000000000 434.5870000000  0.2046382231 0.2946447878
  45.0000000000 434.4770000000  0.2046830954 0.2945965431
  45.0000000000 434.3670000000  0.2047279615 0.2945482829
